Paper ID,Paper Title,Author(s),Session,Oral
575,FSS-1000: A 1000-Class Dataset for Few-Shot Segmentation,"Xiang Li, Tianhan Wei, Yau Pun Chen, Yu-Wing Tai, Chi-Keung Tang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
608,MSeg: A Composite Dataset for Multi-Domain Semantic Segmentation,"John Lambert, Zhuang Liu, Ozan Sener, James Hays, Vladlen Koltun",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
652,DeeperForensics-1.0: A Large-Scale Dataset for Real-World Face Forgery Detection,"Liming Jiang, Ren Li, Wayne Wu, Chen Qian, Chen Change Loy",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
680,Learning Multi-Granular Hypergraphs for Video-Based Person Re-Identification,"Yichao Yan, Jie Qin, Jiaxin Chen, Li Liu, Fan Zhu, Ying Tai, Ling Shao",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
702,Online Joint Multi-Metric Adaptation From Frequent Sharing-Subset Mining for Person Re-Identification,"Jiahuan Zhou, Bing Su, Ying Wu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
708,Taking a Deeper Look at Co-Salient Object Detection,"Deng-Ping Fan, Zheng Lin, Ge-Peng Ji, Dingwen Zhang, Huazhu Fu, Ming-Ming Cheng",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
725,Single-Stage 6D Object Pose Estimation,"Yinlin Hu, Pascal Fua, Wei Wang, Mathieu Salzmann",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
727,OccuSeg: Occupancy-Aware 3D Instance Segmentation,"Lei Han, Tian Zheng, Lan Xu, Lu Fang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
809,Camera Trace Erasing,"Chang Chen, Zhiwei Xiong, Xiaoming Liu, Feng Wu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
916,Deep Metric Learning via Adaptive Learnable Assessment,"Wenzhao Zheng, Jiwen Lu, Jie Zhou",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
927,Deep Representation Learning on Long-Tailed Data: A Learnable Embedding Augmentation Perspective,"Jialun Liu, Yifan Sun, Chuchu Han, Zhaopeng Dou, Wenhui Li",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1016,Fantastic Answers and Where to Find Them: Immersive Question-Directed Visual Attention,"Ming Jiang, Shi Chen, Jinhui Yang, Qi Zhao",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1022,HUMBI: A Large Multiview Dataset of Human Body Expressions,"Zhixuan Yu, Jae Shin Yoon, In Kyu Lee, Prashanth Venkatesh, Jaesik Park, Jihun Yu, Hyun Soo Park",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1086,Image Search With Text Feedback by Visiolinguistic Attention Learning,"Yanbei Chen, Shaogang Gong, Loris Bazzani",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1107,Image Processing Using Multi-Code GAN Prior,"Jinjin Gu, Yujun Shen, Bolei Zhou",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1131,What Does Plate Glass Reveal About Camera Calibration?,"Qian Zheng, Jinnan Chen, Zhan Lu, Boxin Shi, Xudong Jiang, Kim-Hui Yap, Ling-Yu Duan, Alex C. Kot",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1149,Zero-Assignment Constraint for Graph Matching With Outliers,"Fudong Wang, Nan Xue, Jin-Gang Yu, Gui-Song Xia",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1189,Cascaded Deep Video Deblurring Using Temporal Sharpness Prior,"Jinshan Pan, Haoran Bai, Jinhui Tang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1303,JL-DCF: Joint Learning and Densely-Cooperative Fusion Framework for RGB-D Salient Object Detection,"Keren Fu, Deng-Ping Fan, Ge-Peng Ji, Qijun Zhao",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1330,From Fidelity to Perceptual Quality: A Semi-Supervised Approach for Low-Light Image Enhancement,"Wenhan Yang, Shiqi Wang, Yuming Fang, Yue Wang, Jiaying Liu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1351,Unsupervised Adaptation Learning for Hyperspectral Imagery Super-Resolution,"Lei Zhang, Jiangtao Nie, Wei Wei, Yanning Zhang, Shengcai Liao, Ling Shao",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1425,Central Similarity Quantization for Efficient Image and Video Retrieval,"Li Yuan, Tao Wang, Xiaopeng Zhang, Francis EH Tay, Zequn Jie, Wei Liu, Jiashi Feng",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1506,ARCH: Animatable Reconstruction of Clothed Humans,"Zeng Huang, Yuanlu Xu, Christoph Lassner, Hao Li, Tony Tung",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1514,A Model-Driven Deep Neural Network for Single Image Rain Removal,"Hong Wang, Qi Xie, Qian Zhao, Deyu Meng",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1620,Novel Object Viewpoint Estimation Through Reconstruction Alignment,"Mohamed El Banani, Jason J. Corso, David F. Fouhey",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1730,Creating Something From Nothing: Unsupervised Knowledge Distillation for Cross-Modal Hashing,"Hengtong Hu, Lingxi Xie, Richang Hong, Qi Tian",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1741,Evaluating Weakly Supervised Object Localization Methods Right,"Junsuk Choe, Seong Joon Oh, Seungho Lee, Sanghyuk Chun, Zeynep Akata, Hyunjung Shim",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1759,Style Normalization and Restitution for Generalizable Person Re-Identification,"Xin Jin, Cuiling Lan, Wenjun Zeng, Zhibo Chen, Li Zhang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1779,"Reconstruct Locally, Localize Globally: A Model Free Method for Object Pose Estimation","Ming Cai, Ian Reid",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1942,RoboTHOR: An Open Simulation-to-Real Embodied AI Platform,"Matt Deitke, Winson Han, Alvaro Herrasti, Aniruddha Kembhavi, Eric Kolve, Roozbeh Mottaghi, Jordi Salvador, Dustin Schwenk, Eli VanderBilt, Matthew Wallingford, Luca Weihs, Mark Yatskar, Ali Farhadi",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2002,All in One Bad Weather Removal Using Architectural Search,"Ruoteng Li, Robby T. Tan, Loong-Fah Cheong",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2149,Relation-Aware Global Attention for Person Re-Identification,"Zhizheng Zhang, Cuiling Lan, Wenjun Zeng, Xin Jin, Zhibo Chen",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2206,HOnnotate: A Method for 3D Annotation of Hand and Object Poses,"Shreyas Hampali, Mahdi Rad, Markus Oberweger, Vincent Lepetit",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2280,Celeb-DF: A Large-Scale Challenging Dataset for DeepFake Forensics,"Yuezun Li, Xin Yang, Pu Sun, Honggang Qi, Siwei Lyu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2378,Deep Unfolding Network for Image Super-Resolution,"Kai Zhang, Luc Van Gool, Radu Timofte",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2583,On the Uncertainty of Self-Supervised Monocular Depth Estimation,"Matteo Poggi, Filippo Aleotti, Fabio Tosi, Stefano Mattoccia",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2584,Proxy Anchor Loss for Deep Metric Learning,"Sungyeon Kim, Dongwon Kim, Minsu Cho, Suha Kwak",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2640,Unsupervised Learning for Intrinsic Image Decomposition From a Single Image,"Yunfei Liu, Yu Li, Shaodi You, Feng Lu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2803,Multi-Domain Learning for Accurate and Few-Shot Color Constancy,"Jin Xiao, Shuhang Gu, Lei Zhang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2804,PANDA: A Gigapixel-Level Human-Centric Video Dataset,"Xueyang Wang, Xiya Zhang, Yinheng Zhu, Yuchen Guo, Xiaoyun Yuan, Liuyu Xiang, Zerun Wang, Guiguang Ding, David Brady, Qionghai Dai, Lu Fang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
2817,Cross-View Tracking for Multi-Human 3D Pose Estimation at Over 100 FPS,"Long Chen, Haizhou Ai, Rui Chen, Zijie Zhuang, Shuang Liu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4237,Spatial-Temporal Graph Convolutional Network for Video-Based Person Re-Identification,"Jinrui Yang, Wei-Shi Zheng, Qize Yang, Ying-Cong Chen, Qi Tian",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4240,Salience-Guided Cascaded Suppression Network for Person Re-Identification,"Xuesong Chen, Canmiao Fu, Yong Zhao, Feng Zheng, Jingkuan Song, Rongrong Ji, Yi Yang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4296,Fashion Outfit Complementary Item Retrieval,"Yen-Liang Lin, Son Tran, Larry S. Davis",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4330,Learning Event-Based Motion Deblurring,"Zhe Jiang, Yu Zhang, Dongqing Zou, Jimmy Ren, Jiancheng Lv, Yebin Liu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4343,Domain Decluttering: Simplifying Images to Mitigate Synthetic-Real Domain Shift and Improve Depth Estimation,"Yunhan Zhao, Shu Kong, Daeyun Shin, Charless Fowlkes",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4380,Neural Blind Deconvolution Using Deep Priors,"Dongwei Ren, Kai Zhang, Qilong Wang, Qinghua Hu, Wangmeng Zuo",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4505,Anisotropic Convolutional Networks for 3D Semantic Scene Completion,"Jie Li, Kai Han, Peng Wang, Yu Liu, Xia Yuan",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4537,TDAN: Temporally-Deformable Alignment Network for Video Super-Resolution,"Yapeng Tian, Yulun Zhang, Yun Fu, Chenliang Xu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4539,Zooming Slow-Mo: Fast and Accurate One-Stage Space-Time Video Super-Resolution,"Xiaoyu Xiang, Yapeng Tian, Yulun Zhang, Yun Fu, Jan P. Allebach, Chenliang Xu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4558,Fast MSER,"Hailiang Xu, Siqi Xie, Fan Chen",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4598,Unsupervised Person Re-Identification via Softened Similarity Learning,"Yutian Lin, Lingxi Xie, Yu Wu, Chenggang Yan, Qi Tian",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4702,COCAS: A Large-Scale Clothes Changing Person Dataset for Re-Identification,"Shijie Yu, Shihua Li, Dapeng Chen, Rui Zhao, Junjie Yan, Yu Qiao",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4724,Learning Formation of Physically-Based Face Attributes,"Ruilong Li, Karl Bladin, Yajie Zhao, Chinmay Chinara, Owen Ingraham, Pengda Xiang, Xinglei Ren, Pratusha Prasad, Bipin Kishore, Jun Xing, Hao Li",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4763,Generalized Product Quantization Network for Semi-Supervised Image Retrieval,"Young Kyun Jang, Nam Ik Cho",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
4814,Stereoscopic Flash and No-Flash Photography for Shape and Albedo Recovery,"Xu Cao, Michael Waechter, Boxin Shi, Ye Gao, Bo Zheng, Yasuyuki Matsushita",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5035,Context-Aware Group Captioning via Self-Attention and Contrastive Features,"Zhuowan Li, Quan Tran, Long Mai, Zhe Lin, Alan L. Yuille",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5038,MEBOW: Monocular Estimation of Body Orientation in the Wild,"Chenyan Wu, Yukun Chen, Jiajia Luo, Che-Chun Su, Anuja Dawane, Bikramjot Hanzra, Zhuo Deng, Bilan Liu, James Z. Wang, Cheng-hao Kuo",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5127,Distilling Image Dehazing With Heterogeneous Task Imitation,"Ming Hong, Yuan Xie, Cuihua Li, Yanyun Qu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5177,"Select, Supplement and Focus for RGB-D Saliency Detection","Miao Zhang, Weisong Ren, Yongri Piao, Zhengkun Rong, Huchuan Lu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5181,Transfer Learning From Synthetic to Real-Noise Denoising With Adaptive Instance Normalization,"Yoonsik Kim, Jae Woong Soh, Gu Yong Park, Nam Ik Cho",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5243,"On Joint Estimation of Pose, Geometry and svBRDF From a Handheld Scanner","Carolin Schmitt, Simon Donné, Gernot Riegler, Vladlen Koltun, Andreas Geiger",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5290,Differentiable Volumetric Rendering: Learning Implicit 3D Representations Without 3D Supervision,"Michael Niemeyer, Lars Mescheder, Michael Oechsle, Andreas Geiger",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5375,Meta-Transfer Learning for Zero-Shot Super-Resolution,"Jae Woong Soh, Sunwoo Cho, Nam Ik Cho",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5479,Solving Jigsaw Puzzles With Eroded Boundaries,"Dov Bridger, Dov Danon, Ayellet Tal",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
5627,Context-Aware Attention Network for Image-Text Retrieval,"Qi Zhang, Zhen Lei, Zhaoxiang Zhang, Stan Z. Li",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
6094,M-LVC: Multiple Frames Prediction for Learned Video Compression,"Jianping Lin, Dong Liu, Houqiang Li, Feng Wu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
6249,Efficient Dynamic Scene Deblurring Using Spatially Variant Deconvolution Network With Optical Flow Guided Training,"Yuan Yuan, Wei Su, Dandan Ma",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
6548,Single Image Reflection Removal Through Cascaded Refinement,"Chao Li, Yixiao Yang, Kun He, Stephen Lin, John E. Hopcroft",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
6584,From Patches to Pictures (PaQ-2-PiQ): Mapping the Perceptual Space of Picture Quality,"Zhenqiang Ying, Haoran Niu, Praful Gupta, Dhruv Mahajan, Deepti Ghadiyaram, Alan Bovik",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
6997,Video to Events: Recycling Video Datasets for Event Cameras,"Daniel Gehrig, Mathias Gehrig, Javier Hidalgo-Carrió, Davide Scaramuzza",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
7107,Composed Query Image Retrieval Using Locally Bounded Features,"Mehrdad Hosseinzadeh, Yang Wang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
7376,Spatially-Attentive Patch-Hierarchical Network for Adaptive Motion Deblurring,"Maitreya Suin, Kuldeep Purohit, A. N. Rajagopalan",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
7485,End-to-End Illuminant Estimation Based on Deep Metric Learning,"Bolei Xu, Jingxin Liu, Xianxu Hou, Bozhi Liu, Guoping Qiu",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
7635,Variational-EM-Based Deep Learning for Noise-Blind Image Deblurring,"Yuesong Nan, Yuhui Quan, Hui Ji",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
7673,Image Demoireing with Learnable Bandpass Filters,"Bolun Zheng, Shanxin Yuan, Gregory Slabaugh, Aleš Leonardis",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
7812,Assessing Image Quality Issues for Real-World Problems,"Tai-Yin Chiu, Yinan Zhao, Danna Gurari",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
8582,Memory-Efficient Hierarchical Neural Architecture Search for Image Denoising,"Haokui Zhang, Ying Li, Hao Chen, Chunhua Shen",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
8621,Blindly Assess Image Quality in the Wild Guided by a Self-Adaptive Hyper Network,"Shaolin Su, Qingsen Yan, Yu Zhu, Cheng Zhang, Xin Ge, Jinqiu Sun, Yanning Zhang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
8843,Perceptual Quality Assessment of Smartphone Photography,"Yuming Fang, Hanwei Zhu, Yan Zeng, Kede Ma, Zhou Wang",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
9250,Don’t Hit Me! Glass Detection in Real-World Scenes,"Haiyang Mei, Xin Yang, Yang Wang, Yuanyuan Liu, Shengfeng He, Qiang Zhang, Xiaopeng Wei, Rynson W.H. Lau",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
9689,Progressive Mirror Detection,"Jiaying Lin, Guodong Wang, Rynson W.H. Lau",Poster 1.3 — 3D From a Single Image and Shape-From-X; 3D From Multiview and Sensors; Image Retrieval; Datasets and Evaluation; Low-Level and Physics-Based Vision,False
1891,Category-Level Articulated Object Pose Estimation,"Xiaolong Li, He Wang, Li Yi, Leonidas J. Guibas, A. Lynn Abbott, Shuran Song",Oral 1.4A — Scene Analysis and Understanding,True
6770,Unbiased Scene Graph Generation From Biased Training,"Kaihua Tang, Yulei Niu, Jianqiang Huang, Jiaxin Shi, Hanwang Zhang",Oral 1.4A — Scene Analysis and Understanding,True
5,Dynamic Graph Message Passing Networks,"Li Zhang, Dan Xu, Anurag Arnab, Philip H.S. Torr",Oral 1.4A — Scene Analysis and Understanding,True
8863,Weakly Supervised Visual Semantic Parsing,"Alireza Zareian, Svebor Karaman, Shih-Fu Chang",Oral 1.4A — Scene Analysis and Understanding,True
2169,GPS-Net: Graph Property Sensing Network for Scene Graph Generation,"Xin Lin, Changxing Ding, Jinquan Zeng, Dacheng Tao",Oral 1.4A — Scene Analysis and Understanding,True
8495,End-to-End Optimization of Scene Layout,"Andrew Luo, Zhoutong Zhang, Jiajun Wu, Joshua B. Tenenbaum",Oral 1.4A — Scene Analysis and Understanding,True
10193,Unsupervised Intra-Domain Adaptation for Semantic Segmentation Through Self-Supervision,"Fei Pan, Inkyu Shin, Francois Rameau, Seokju Lee, In So Kweon",Oral 1.4A — Scene Analysis and Understanding,True
5617,Dual Super-Resolution Learning for Semantic Segmentation,"Li Wang, Dong Li, Yousong Zhu, Lu Tian, Yi Shan",Oral 1.4A — Scene Analysis and Understanding,True
2956,Self-Supervised Scene De-Occlusion,"Xiaohang Zhan, Xingang Pan, Bo Dai, Ziwei Liu, Dahua Lin, Chen Change Loy",Oral 1.4A — Scene Analysis and Understanding,True
4777,BANet: Bidirectional Aggregation Network With Occlusion Handling for Panoptic Segmentation,"Yifeng Chen, Guangchen Lin, Songyuan Li, Omar Bourahla, Yiming Wu, Fangfang Wang, Junyi Feng, Mingliang Xu, Xi Li",Oral 1.4A — Scene Analysis and Understanding,True
6679,CPR-GCN: Conditional Partial-Residual Graph Convolutional Network in Automated Anatomical Labeling of Coronary Arteries,"Han Yang, Xingjian Zhen, Ying Chi, Lei Zhang, Xian-Sheng Hua","Oral 1.4B — Medical, Biological and Cell Microscopy",True
182,Cross-View Correspondence Reasoning Based on Bipartite Graph Convolutional Network for Mammogram Mass Detection,"Yuhang Liu, Fandong Zhang, Qianyi Zhang, Siwen Wang, Yizhou Wang, Yizhou Yu","Oral 1.4B — Medical, Biological and Cell Microscopy",True
8899,MPM: Joint Representation of Motion and Position Map for Cell Tracking,"Junya Hayashida, Kazuya Nishimura, Ryoma Bise","Oral 1.4B — Medical, Biological and Cell Microscopy",True
2027,Deep Distance Transform for Tubular Structure Segmentation in CT Scans,"Yan Wang, Xu Wei, Fengze Liu, Jieneng Chen, Yuyin Zhou, Wei Shen, Elliot K. Fishman, Alan L. Yuille","Oral 1.4B — Medical, Biological and Cell Microscopy",True
